id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25792,Private room,65,3,227,2020-03-06,1.74,3,233,0,
85148,Habitación en Dublín Double room,466111,Don,,South Dublin,53.29885,-6.3185,Private room,30,1,1,2019-05-11,0.03,1,99,0,
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29209,-6.25624,Private room,61,3,182,2020-03-09,1.42,3,323,0,
159889,Friendly Single Room,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,40,2,316,2021-12-05,2.67,3,324,5,
162809,5.5 miles south of Dublin City :^),777681,Robert,,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,65,1,288,2021-10-19,3.62,2,114,4,
165828,Pádraig Pearse apt. Kilmainham,790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,100,4,54,2021-11-23,0.44,5,296,11,
165829,"The ""Michael Collins"" apartment",790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,100,4,58,2021-11-02,0.48,5,179,4,
178860,Georgian House in Heart of City Ctr,856312,Danielle,,Dublin City,53.33281,-6.2675,Private room,80,2,313,2021-08-19,2.78,2,0,1,
237465,Cozy 1 bed apt 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39558,-6.17524,Entire home/apt,62,1,314,2021-12-08,2.59,3,241,35,
245893,Double warm cosy bedroom in Lucan,1289720,Sheila,,South Dublin,53.34471,-6.41602,Private room,45,30,16,2016-08-29,0.14,2,130,0,
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34636,-6.41734,Private room,30,1,42,2021-10-31,0.37,2,97,4,
286635,Almanii B&B 2 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38855,-6.24324,Private room,61,3,24,2017-03-19,0.20,4,330,0,
292757,Old World Converted Stableyard with Swimming Pool,1515549,Sarah,,Dublin City,53.36949,-6.34889,Entire home/apt,121,2,333,2021-11-22,2.95,1,98,1,
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,159,3,56,2021-09-23,0.47,8,290,1,
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,82,2,85,2021-09-20,0.71,8,283,2,
314639,Almanii B&B 4 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38795,-6.24333,Private room,61,3,12,2021-09-10,0.10,4,327,2,
314640,Almanii B&B 1 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38722,-6.24315,Private room,61,3,11,2015-09-17,0.10,4,325,0,
314641,Almanii B&B 3 - Dublin Airport/City,1491424,Mary,,Dublin City,53.3888,-6.24487,Private room,61,3,7,2021-09-07,0.06,4,330,1,
315698,"City Penthouse, Own Balcony, Shower",1625811,Tracey,,Dublin City,53.34184,-6.22666,Private room,69,5,240,2020-10-16,2.08,1,0,0,
374792,"'Grace Gifford' cottage, Kilmainham",790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,100,4,28,2019-06-30,0.24,5,185,0,
386860,"Stylish Canal Side Cottage, Portobello Dublin",1935798,Sinead,,Dublin City,53.3379,-6.27517,Entire home/apt,164,1,92,2019-12-13,0.81,2,0,0,
393631,Dublin - more than meets the eye!,1968168,Mick & Dee,,Dublin City,53.35764,-6.24171,Entire home/apt,180,3,72,2017-03-19,0.63,1,0,0,
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35682,-6.29132,Entire home/apt,132,3,119,2021-12-04,1.07,8,317,19,
420297,COZY Comfortable Irish Cottage twin room,193005,Teresa,,Dn Laoghaire-Rathdown,53.28997,-6.25821,Private room,66,3,209,2020-03-08,1.81,3,329,0,
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,111,2,462,2021-12-05,4.00,4,120,28,
426326,Large room with double & single Bed,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,50,2,240,2021-10-22,2.08,3,236,1,
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35572,-6.25803,Entire home/apt,109,2,453,2021-11-27,3.87,4,128,14,
427495,Lovely attic room with double bed,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,50,2,164,2021-11-26,1.45,3,316,1,
449556,Cloghranguesthouse Quad Room,2232368,Matt,,Fingal,53.42654,-6.22952,Private room,145,1,224,2021-11-07,2.20,3,358,9,
454183,Funky Studio & Loft near City Centre,408378,Eddie,,Dublin City,53.35334,-6.29797,Entire home/apt,95,150,74,2021-09-20,1.36,4,89,10,
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35328,-6.45154,Private room,70,1,228,2021-11-28,2.02,2,292,25,
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,107,2,387,2021-11-24,3.36,4,114,17,
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34752,-6.26393,Entire home/apt,198,1,531,2021-12-05,4.71,1,244,28,
575339,Double Bedroom Close to City Center,1689834,Moris,,Dublin City,53.34391,-6.23845,Private room,50,1,0,,,1,0,0,
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36405,-6.27351,Private room,80,2,197,2021-11-28,1.75,1,236,5,
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35153,-6.45154,Private room,55,1,31,2021-11-17,0.27,2,297,12,
610233,Perfect City Centre Stay,687547,Kate,,Dublin City,53.34616,-6.27228,Entire home/apt,150,2,61,2019-03-23,0.54,1,0,0,
637185,"Quiet, cozy, beautiful 1bdrm!",3177950,Justin,,Dublin City,53.34675,-6.27552,Entire home/apt,106,7,158,2018-10-13,1.42,1,0,0,
641880,Double room w shower by city centre,3207141,Hazel,,Dublin City,53.34427,-6.28322,Private room,85,2,46,2016-09-19,0.51,2,0,0,
654589,City Centre Apartment | TEMPLE BAR | DUBLIN CASTLE,3244025,Garrett,,Dublin City,53.34493,-6.26688,Entire home/apt,230,2,502,2021-12-07,4.45,2,234,30,
690119,Extensively Modernised Georgian House near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29448,-6.24686,Entire home/apt,325,5,211,2021-09-05,2.04,1,238,1,
692956,Studio Apartment  Ideal for visiting Dublin,3244818,Jim,,Dn Laoghaire-Rathdown,53.28101,-6.12892,Entire home/apt,70,2,284,2021-12-06,2.67,1,147,16,
700142,Dublin  16. Wicklow Way Rest,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25883,-6.29157,Private room,80,2,27,2019-09-27,0.32,3,342,0,
700193,Dublin South Foothills Walkers Base,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25859,-6.29201,Entire home/apt,300,2,1,2019-11-02,0.04,3,0,0,
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58179,-6.12118,Entire home/apt,113,3,146,2021-10-29,1.46,1,227,9,
726075,Chestnut view- 4* Rating Close to airport and city,3756388,Mary,,Dublin City,53.36973,-6.25788,Entire home/apt,125,7,3,2017-09-02,0.04,1,0,0,
736827,Luxury 2 bedroom IFSC,3846772,Sag,,Dublin City,53.34845,-6.24015,Entire home/apt,116,28,7,2015-08-05,0.07,11,39,0,
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33387,-6.26429,Private room,60,2,328,2020-03-08,3.44,1,227,0,
747284,Luxury 2 BED Apartment near  City Centre,1626936,James P  ( J.P),,Dn Laoghaire-Rathdown,53.29505,-6.23371,Entire home/apt,220,5,29,2020-03-15,0.27,1,1,0,
747976,"Chateau de Jimmy in Beaumont, Dublin",3927774,James,,Dublin City,53.39251,-6.22839,Private room,37,3,122,2021-11-26,1.33,1,100,2,
816039,"Boutique Chic 4BR, 10min Temple Bar! Fab location.",192210,Susan,,Dublin City,53.36639,-6.32253,Entire home/apt,600,7,188,2020-02-09,1.73,3,81,0,
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35789,-6.23813,Entire home/apt,220,3,101,2021-11-15,0.95,1,293,4,
928970,Self Catering Barge 'Scéal Eile',5001093,Trish,,Dublin City,53.34096,-6.23917,Entire home/apt,165,2,37,2020-03-09,0.37,2,0,0,
929816,"Luxury Room,Grand Canal,City Center",4985632,Ashton,,Dublin City,53.34434,-6.23888,Private room,79,2,161,2020-02-17,1.51,2,36,0,
939866,"Designer Apt,GrandCanal,City Center",4985632,Ashton,,Dublin City,53.34408,-6.23923,Entire home/apt,193,2,156,2020-09-18,1.46,2,36,0,
946923,Grand Canal Dock luxury 1 bed,3846772,Sag,,Dublin City,53.34383,-6.23912,Entire home/apt,60,5,7,2021-08-31,0.09,11,8,2,
990212,"4 bed house, Inchicore, Dublin 8 on Red LUAS line.",5437323,Aoife,,Dublin City,53.33771,-6.31474,Entire home/apt,165,10,33,2017-08-05,0.42,1,0,0,
990300,**Superhost Home Near City**,5438017,Melanie,,Dublin City,53.3133,-6.25374,Private room,65,1,204,2018-02-25,1.92,1,0,0,
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39622,-6.1756,Entire home/apt,53,1,217,2021-11-16,2.52,3,224,25,
999963,"City living with garden, park, canal, luas",5497230,Sarah And Johnny,,Dublin City,53.36193,-6.27423,Entire home/apt,200,7,10,2017-08-16,0.11,1,0,0,
1073487,Open Plan /UCD Adjacent share with small family,5905039,Jane,,Dn Laoghaire-Rathdown,53.30443,-6.24083,Private room,69,3,57,2021-11-23,0.55,1,342,5,
1076634,"Lovely Hse, Kimmage D6W, (5km to centre).",823405,Declan,,Dublin City,53.31546,-6.3119,Private room,59,5,50,2019-05-11,0.49,1,342,0,
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35846,-6.27528,Entire home/apt,106,3,230,2020-03-16,2.21,1,5,0,
1173029,Great house in vibrant Stoneybatter,3448346,Ian,,Dublin City,53.35107,-6.27992,Entire home/apt,343,60,307,2020-08-09,3.89,1,60,0,
1207950,Large 5 Star Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home/apt,270,5,62,2019-09-16,0.61,1,222,0,
1270261,Old Country house,474328,James,,Fingal,53.56548,-6.31617,Private room,50,1,8,2021-11-30,0.09,1,326,1,
1276002,City Centre Dublin HOME *1.5 km from Croke Park*,6938108,Caroline,,Dublin City,53.35176,-6.23248,Entire home/apt,350,2,63,2021-11-22,0.65,1,342,1,
1296492,"Charming & clean - Dublin, Aviva",4580868,Bren & Fer,,Dublin City,53.33986,-6.22244,Private room,48,2,54,2017-12-20,0.55,1,0,0,
1341478,Lovely old world Dublin Central,408378,Eddie,,Dublin City,53.3525,-6.29794,Private room,85,150,115,2021-09-19,1.45,4,179,8,
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Ayelet & Steve,,Dublin City,53.33677,-6.28899,Private room,64,2,130,2020-03-16,1.28,1,0,0,
1407832,Beautifully Renovated Dublin House,5818278,Therese,,Dn Laoghaire-Rathdown,53.29832,-6.17191,Entire home/apt,160,4,59,2021-10-31,0.58,1,2,4,
1411019,City Centre Double Room in Penthouse Apartment,765874,Sam,,Dublin City,53.34722,-6.26918,Private room,102,2,233,2021-12-05,3.34,1,0,4,
1447994,Stunning Bedroom in Great Location,2401732,Maximilian,,Dublin City,53.33993,-6.23329,Private room,75,3,3,2015-02-14,0.04,1,0,0,
1466234,Single room with breakfast,5940448,Elva,,Dublin City,53.32894,-6.30413,Private room,30,4,131,2021-10-14,1.29,1,174,9,
1488124,Modern Double Room Ensuite - Heart of Dublin City°,5605429,Eddy,,Dublin City,53.35375,-6.24902,Private room,68,2,119,2018-10-28,1.17,1,0,0,
1500892,"Cloghranguesthouse , Triple Room",2232368,Matt,,Fingal,53.42515,-6.22934,Private room,120,1,166,2021-08-29,1.64,3,354,2,
1520036,Contemporary Apartment  Dublin City,6973475,Brendan,,Dublin City,53.34484,-6.27976,Entire home/apt,210,3,50,2019-09-20,0.50,1,322,0,
1556554,Beautiful Victorian home.,1271983,Rachel & Justin,,Dublin City,53.3369,-6.2836,Entire home/apt,183,4,13,2017-11-05,0.20,1,0,0,
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33514,-6.26772,Private room,65,2,56,2021-12-06,0.57,2,103,3,
1563134,"""Molly Bloom's"" B and B.",8317239,Audrey,,Fingal,53.37118,-6.35405,Private room,90,2,30,2017-06-24,0.30,1,311,0,
1582908,Bright and warm home from home.,8427433,Paula,,Dublin City,53.32523,-6.31216,Private room,38,3,63,2019-11-23,0.69,1,0,0,
1596451,2 Double Rooms 1 Kids room Dublin,6219661,Sonya,,Dublin City,53.36205,-6.2442,Entire home/apt,500,2,19,2016-05-30,0.19,1,362,0,
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33511,-6.26875,Private room,85,2,70,2020-02-09,0.73,2,115,0,
1612700,Private Single Room (with shower),8585358,Margaret,,Dublin City,53.36957,-6.26994,Private room,85,2,10,2021-11-06,0.14,3,121,3,
1614285,Double Room en-suite /Town House,8585358,Margaret,,Dublin City,53.36752,-6.26888,Private room,85,2,11,2021-12-05,0.13,3,22,5,
1715350,Comfortable single room,2232368,Matt,,Fingal,53.42303,-6.23083,Private room,75,1,90,2021-10-12,0.97,3,87,19,
1717912,St Patricks Cathedral View,5429761,Bob,,Dublin City,53.33851,-6.27289,Private room,55,2,309,2020-03-01,3.86,4,0,0,
1771007,Cosy Bedroom near Bray Seaside,9302663,Craig & Becks,,Dn Laoghaire-Rathdown,53.21096,-6.12187,Private room,50,1,0,,,1,0,0,
1789253,City Center Modern Apartment,8768901,Carolina,,Dublin City,53.34438,-6.27426,Entire home/apt,170,2,0,,,1,0,0,
1860001,Double Room,9703420,Eamonn,,Dublin City,53.33486,-6.23787,Private room,80,2,6,2021-11-07,0.06,1,294,1,
1896821,Open plan Artisan House Dublin City,3826057,Eleanor,,Dublin City,53.33951,-6.29259,Entire home/apt,150,2,18,2018-11-25,0.19,1,0,0,
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33688,-6.29419,Private room,49,2,498,2021-08-24,5.10,3,276,17,
1929739,Comfy stay in Dublin,9084049,Jose&Vadym,,Dublin City,53.33697,-6.29251,Private room,100,1,82,2020-02-16,0.84,3,0,0,
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35691,-6.29164,Entire home/apt,132,3,108,2021-11-21,1.17,8,269,6,
1963074,Ensuite room with small kitchen area and patio,10124896,Robyn,,Dublin City,53.39105,-6.27775,Private room,66,1,547,2021-12-04,6.11,1,300,64,
1973276,"Boutique Chic 2, 10min Temple Bar! Fab location.",192210,Susan,,Dublin City,53.36581,-6.32408,Entire home/apt,600,14,188,2020-02-06,1.94,3,53,0,
2026810,2 single cosy rooms in Ranelagh,6782586,Mary,,Dublin City,53.32338,-6.25333,Private room,50,3,269,2021-11-19,2.83,2,240,11,
2069629,"City Centre Apartment, sleeps 2",10583714,Michelle,,Dublin City,53.34665,-6.26371,Entire home/apt,95,14,64,2019-06-13,0.91,1,0,0,
2084913,Ensuite luxury - Dublin city center,5670240,Patricia,,Dublin City,53.34932,-6.26709,Private room,80,2,48,2016-10-21,0.58,1,9,0,
2121887,Great Penthouse In City Centre,4681988,Gareth,,Dublin City,53.33914,-6.26709,Entire home/apt,70,2,7,2018-01-28,0.12,1,0,0,
2139785,Bijou mews in Tranquil Setting,1215062,Adrienne,,Dublin City,53.31572,-6.26706,Entire home/apt,50,2,74,2017-09-05,0.77,1,192,0,
2142451,Private Room South Dublin,10934549,Carl,,Dn Laoghaire-Rathdown,53.29289,-6.27443,Private room,24,7,28,2019-09-15,0.29,2,0,0,
2162973,Cosy Georgian independent flat in Ranelagh.,1467387,Ali,,Dublin City,53.32147,-6.24967,Entire home/apt,125,14,56,2021-10-05,0.58,1,62,1,
2164444,Historic Oasis - Heart Of Dublin,11013512,Ben,,Dublin City,53.32889,-6.25116,Private room,58,2,422,2021-12-02,4.43,2,108,38,
2165074,"1 bedroom apartment   Netflix & Home Cinema, view",11047034,Cynthia,,Dublin City,53.39551,-6.26308,Entire home/apt,49,5,115,2019-08-10,1.22,1,0,0,
2202076,Beautiful two bedroom apartment,503635,Rory,,Dn Laoghaire-Rathdown,53.26852,-6.11418,Entire home/apt,100,3,0,,,1,0,0,
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37106,-6.19743,Private room,120,1,0,,,1,0,0,
2295609,Dublin City large Victorian House,11725628,Martina,,Dublin City,53.33821,-6.30562,Entire home/apt,180,7,0,,,1,0,0,
2320387,YOUR STAY IN DUBLIN (FREE WiFI)!!!,8538793,Gill&Pat,,Dublin City,53.33212,-6.29892,Private room,45,1,118,2016-11-20,1.25,1,0,0,
2350540,Lux Georgian 2bed Fab City Location,12002615,Tara,,Dublin City,53.3328,-6.26634,Entire home/apt,150,3,7,2014-06-05,0.07,1,0,0,
2372993,2 bedroom apartment in Temple Bar,6183939,Malin,,Dublin City,53.34399,-6.26937,Entire home/apt,193,3,166,2018-10-26,1.76,1,0,0,
2385640,"Large Family Home - Very Central, Adjacent to Sea",12185528,Gareth,,Dn Laoghaire-Rathdown,53.28973,-6.1284,Entire home/apt,179,10,1,2018-07-19,0.02,1,0,0,
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39058,-6.24692,Private room,58,2,240,2020-03-07,2.61,3,1,0,
2400008,cuenta con habitacion individual,12263532,Gianna,,Dublin City,53.32162,-6.30464,Private room,200,1,0,,,1,365,0,
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33364,-6.26584,Entire home/apt,279,7,244,2021-10-18,2.59,5,333,4,
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.38949,-6.24701,Private room,58,2,249,2020-03-08,2.65,3,0,0,
2451061,Traditional cottage in city centre,12533082,Sinead,,Dublin City,53.35467,-6.23663,Entire home/apt,90,3,0,,,2,0,0,
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.2858,-6.13467,Private room,85,2,74,2021-11-21,0.81,1,332,18,
2477297,The Pink Room,12471653,Marian,,Dublin City,53.31574,-6.25008,Private room,150,2,2,2016-05-16,0.03,2,364,0,
2481147,Modern 3 Bed Duplex Apartment - Grand Canal,234243,Johnny,,Dublin City,53.34573,-6.23746,Entire home/apt,307,3,17,2019-12-01,0.25,32,154,0,
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.3436,-6.2673,Entire home/apt,90,14,443,2021-10-31,4.84,17,79,10,
2514537,Child friendly family home with large garden,12701356,Amy,,Dublin City,53.36559,-6.22861,Entire home/apt,110,5,2,2018-04-03,0.04,1,0,0,
2538861,Fabulous Bedroom in Luxurious Suite,12999579,Nico,,Dublin City,53.33118,-6.26881,Private room,40,1,0,,,1,0,0,
2574203,Small but perfectly formed,13054321,Conor,,Dublin City,53.34223,-6.33011,Private room,41,1,320,2021-11-22,3.40,1,339,9,
2607040,Artisan Cottage,13350457,Lisa,,Dublin City,53.33461,-6.27329,Entire home/apt,106,4,46,2019-04-22,0.49,1,0,0,
2610590,A Family Home- Dublin 8 City Centre,5550624,Aideen,,Dublin City,53.33665,-6.27844,Entire home/apt,160,2,2,2020-03-13,0.03,1,0,0,
2614726,Renovated Whiskey Distillery,13013536,Corina,,Dublin City,53.36343,-6.24903,Private room,110,1,6,2015-01-02,0.07,1,0,0,
2620389,Shared Room near to Jameson's,12076665,Erik,,Dublin City,53.35186,-6.27579,Shared room,38,1,6,2016-09-11,0.09,1,0,0,
2635493,True Dubliner home near city centre,67159,John,,Dublin City,53.31822,-6.23711,Entire home/apt,200,1,1,2014-09-30,0.01,1,0,0,
2642164,Coastal Village (Howth) near Dublin Airport,13527218,Ted,,Fingal,53.37994,-6.06,Private room,66,2,39,2019-10-19,0.43,1,0,0,
2647405,Private Room close to City & Beach,9924228,Barry,,Dublin City,53.33974,-6.23378,Private room,65,2,70,2018-04-24,0.75,1,0,0,
2671586,House between airport and city,13675875,Bernadette,,Dublin City,53.38946,-6.24341,Entire home/apt,97,7,1,2016-07-23,0.02,1,0,0,
2675211,"Dream apartment, Ha'penny bridge - walk everywhere",3407852,Rayne,,Dublin City,53.34756,-6.26301,Entire home/apt,500,15,132,2019-10-01,1.44,1,0,0,
2685349,Huge apartment in central location,13736584,Rachel,,Dublin City,53.33408,-6.23764,Entire home/apt,290,2,106,2016-12-18,1.17,2,0,0,
2691951,Bright spacious mews in great location,11437558,Laura,,Dn Laoghaire-Rathdown,53.31019,-6.20477,Entire home/apt,179,2,43,2021-12-04,1.76,1,310,21,
2703497,"Seaside Hideaway, Dún Laoghaire",13811619,Padraig,,Dn Laoghaire-Rathdown,53.29444,-6.14328,Entire home/apt,160,21,0,,,1,0,0,
2719863,Dublin City Centre. Christchurch.,9333782,Fatima,,Dublin City,53.34403,-6.2766,Private room,73,2,3,2014-05-26,0.03,1,0,0,
2734096,Double Room in the Docklands,11211199,Dave,,Dublin City,53.34374,-6.23594,Private room,130,2,17,2020-01-25,0.19,1,357,0,
2754860,A little piece of heaven,14091285,Bella,,Fingal,53.56748,-6.38298,Entire home/apt,300,7,4,2018-08-04,0.07,1,0,0,
2760521,Grand Canal Dock 1 bedroom,3846772,Sag,,Dublin City,53.346,-6.23933,Entire home/apt,83,7,5,2016-02-01,0.06,11,2,0,
2778697,Large Double Room & Bathroom 3km City Very private,14211400,Niamh & Jacques,,Dublin City,53.36723,-6.26862,Private room,78,62,106,2021-10-02,1.15,1,148,2,
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,,Dublin City,53.38903,-6.24719,Private room,63,2,247,2019-11-03,2.73,3,125,0,
2795703,Bright&cosy place near City Centre,11170895,Aidan,,Dublin City,53.34903,-6.29431,Entire home/apt,158,2,49,2018-07-24,0.53,1,0,0,
2832333,Portobello Townhouse with a Private Patio and Free Parking,13430588,Deborah,,Dublin City,53.33008,-6.27272,Entire home/apt,333,6,183,2020-09-06,1.99,2,123,0,
2842414,Tom's House,14538019,Tom,,Dublin City,53.36536,-6.29111,Entire home/apt,65,2,6,2017-09-04,0.09,1,0,0,
2842486,Spacious One Bedroom Apartment.,7002908,Tom,,Dublin City,53.33776,-6.30401,Entire home/apt,110,7,139,2019-10-01,1.51,1,0,0,
2862881,1 bedroom apartment with sofabed.,14633294,Riona,,Dublin City,53.34051,-6.25699,Entire home/apt,210,2,13,2021-09-25,0.43,3,343,3,
2873250,Cozy double room in town house next to Croke Park,7894251,Philippe,,Dublin City,53.35951,-6.24626,Private room,51,2,6,2018-09-02,0.14,1,0,0,
2874272,Stunning studio with bay window overlooking Dublin,1557844,Liam And Fiona,,Dublin City,53.35685,-6.29078,Entire home/apt,81,3,118,2021-09-30,1.35,8,243,12,
2884501,Family Home for Summer '17 Dublin,13405254,John,,Dn Laoghaire-Rathdown,53.22795,-6.12048,Entire home/apt,125,2,0,,,1,0,0,
2885736,"Classic Family Home, Dublin",12503955,Pauline,,Dublin City,53.36499,-6.26467,Entire home/apt,180,5,6,2016-07-30,0.07,1,0,0,
2891101,Stylish room for female only. Close to city centre,13490423,Marie,,Dublin City,53.329,-6.28211,Private room,55,4,91,2021-10-24,1.00,1,107,1,
2897424,Modern place in Dublin City Centre,6331278,Maria&Marco,,Dublin City,53.34913,-6.28154,Entire home/apt,75,2,248,2019-09-06,2.69,2,0,0,
2903645,"#1 Dublin04, 2km UCD  5 mns train 2 City, Beach",14746247,Karen,,Dublin City,53.32136,-6.20679,Private room,49,1,27,2019-09-24,0.30,2,0,0,
2920718,"1 bedroom apt - St. Vincent Hospital, RDS, Aviva",13252301,Canbe,,Dublin City,53.31491,-6.21876,Hotel room,163,1,27,2021-11-28,0.30,10,348,14,
2962455,Cosy bedroom,12756248,Ola,,Dublin City,53.35401,-6.29446,Private room,110,1,0,,,1,0,0,
2985355,No longer hosting,15222813,Not Available,,Fingal,53.39251,-6.14205,Private room,1000,100,47,2020-01-13,1.10,1,358,0,
3009793,"""Parnell"" studio, Kilmainham",790601,Grainne,,Dublin City,53.33761,-6.32431,Entire home/apt,70,4,24,2021-10-16,0.28,5,276,4,
3012532,Beautiful Seaside Beach Apartment,15351872,Mary & Jason,,Fingal,53.52738,-6.08674,Entire home/apt,113,2,114,2021-11-29,1.25,5,297,22,
3026802,No2 friendly family home,6837751,Siobhan,,South Dublin,53.34033,-6.43476,Private room,35,14,9,2020-12-03,0.10,1,1,0,
3048852,"Super Central Location & Quiet, 2min to Temple Bar",12990935,Fran,,Dublin City,53.3479,-6.26122,Private room,63,30,82,2018-09-24,0.92,1,0,0,
3076665,Centre 3km -Ensuite- B&B,15658359,Mary,,Dublin City,53.36208,-6.27934,Private room,71,2,140,2018-08-06,1.52,1,0,0,
3088332,Quiet Double Room Great City Centre Location,15617710,Jack,,Dublin City,53.34308,-6.27463,Private room,51,2,20,2019-07-08,0.30,1,0,0,
3096382,Old City Temple Bar- Large Roof Terrace,15369809,Sean,,Dublin City,53.34525,-6.26582,Entire home/apt,193,4,192,2021-11-23,2.10,3,291,11,
3110929,Own space with en-suite in leafy Dublin suburb,14335305,Clodagh,,Dublin City,53.31792,-6.27942,Private room,75,8,40,2021-04-08,0.44,2,0,1,
3143338,2 bed apt. close to many amenities,15959304,Brian,,Dn Laoghaire-Rathdown,53.29287,-6.24269,Entire home/apt,130,2,48,2019-08-26,0.53,1,186,0,
3180314,Unique Dublin Townhouse,2130281,Hanan & Fergal,,Dublin City,53.33452,-6.27705,Entire home/apt,180,6,6,2016-03-27,0.07,1,0,0,
3188621,Self Contained City Room in Heart of Old Dublin,16158874,Lina,,Dublin City,53.34213,-6.28813,Private room,50,5,130,2021-09-15,1.54,2,76,7,
3221575,2 double bed / 2 bath apartment,16314024,David,,Fingal,53.4187,-6.14568,Entire home/apt,88,1,31,2016-08-03,0.39,1,0,0,
3226975,Cosy 2 BD Cottage in Dublin City,16327240,Ali,,Dublin City,53.35269,-6.29078,Entire home/apt,70,3,6,2015-06-24,0.07,1,0,0,
3253976,Could not be more central,16457796,Victoria,,Dublin City,53.34347,-6.26251,Private room,120,1,78,2018-06-20,0.86,1,0,0,
3260995,"Red brick home, close to city",16435924,Rory,,Dublin City,53.37431,-6.24123,Entire home/apt,130,7,2,2016-07-07,0.02,1,0,0,
3273876,South City Comfort,2030445,Niall,,Dublin City,53.30703,-6.28518,Entire home/apt,200,4,3,2016-03-27,0.04,1,0,0,
3281268,Modern Style,16583015,Seán,,Fingal,53.38873,-6.13044,Entire home/apt,310,5,24,2018-08-28,0.27,1,57,0,
3333378,Stunning Sea View Beach Apartment,15351872,Mary & Jason,,Fingal,53.52772,-6.08642,Entire home/apt,115,2,101,2021-11-07,1.22,5,248,21,
3345276,luxury city centre apartment,16885853,Stephen,,Dublin City,53.34258,-6.2685,Entire home/apt,194,3,138,2021-11-22,1.53,1,61,8,
3356956,Ashtown/Phoenix Park/Croke Park,16841519,Suzanne,,Dublin City,53.37585,-6.33262,Entire home/apt,95,3,35,2017-03-22,0.40,1,0,0,
3388678,Charming Victorian Family Home,6311500,Siobhan And Caroline,,Dublin City,53.36274,-6.23985,Entire home/apt,151,2,13,2018-07-29,0.15,1,0,0,
